Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Time,Group,True_p,Response
0.859232185634296,0.284950655791683,0.636700022779829,-0.232302557685423,0.890743667750036,-0.608410001822407,0.852980342514864,-0.374428077347458,-0.0390074667017413,-0.966917916162051,1,1,0.305838290537093,0
-0.367248890836428,0.434907241624827,0.000445505668896562,-0.369008193207752,0.0664644593104315,-0.410997356085791,0.0317595443373009,0.221890611639192,-0.956582042048872,-0.371859885482512,2,1,0.137885941888864,0
-0.632162376645811,-0.064801985561407,0.620378817606509,0.136788305590848,-0.495014810885147,0.253999761143858,-0.855680236526138,-0.271019426562282,-0.25275907253121,0.990632349185431,3,1,0.135572886721746,1
-0.590879442893921,-0.348830644921244,-0.808062948510867,-0.6243639299512,0.441724116349696,-0.827553789754496,0.135016596398127,-0.687922821597001,-0.171816397646882,-0.702311553688019,4,1,0.741998154388602,1
0.135450058163373,-0.120710788230381,-0.562099912535813,-0.74831691234526,-0.265122472410845,-0.714109960375581,0.230486367447489,-0.645392373150896,0.207814467828009,-0.665245762582991,5,1,0.89443909177776,1
0.191089405958503,0.459378165493703,-0.482561876793775,0.375191610088984,-0.00270311417789348,0.0316530384618634,0.88309258893928,0.735779342094092,0.343497454710475,0.517144073835839,6,1,0.0247556060815317,0
0.929029039471243,0.988029171799924,-0.0637884920941296,0.599213435894804,-0.546849905075088,0.378682659316596,-0.169273290557994,-0.419810663111013,0.677731400876633,-0.860940667691354,7,1,0.58453995521817,1
0.306354193743142,0.35374742354754,-0.0812535947930382,0.147073130397286,-0.292868706507906,0.713251621579778,-0.471120050849033,0.170359242629323,0.559052416637748,0.410946877192541,8,1,0.178812173906546,0
0.497813275067824,0.581645035695577,0.419019560418358,0.94645996319897,0.301703573246411,0.294723366644222,-0.805213669268443,-0.0920102481810621,-0.198597911917538,-0.0616694364418089,9,1,0.167882896264111,0
0.307139741703471,-0.658171484415131,-0.643893988232924,0.268108754274957,-0.374134209389696,0.16323735106148,-0.0283115562439966,-0.177643735654922,0.589058462779366,-0.979623567749374,10,1,0.181270532512477,0
0.495429618542548,-0.946301448420129,0.0628997687192681,0.776843449622854,0.537470894338679,0.422231910196919,-0.0706742742780939,0.765268890353684,0.786248620795206,0.549647725732524,11,1,0.00835122358857516,0
0.922613472145643,0.600740487850921,-0.664515542427029,-0.00917048248507135,0.563674206742508,-0.49516628590695,-0.940481366017716,0.385416029589498,-0.475020618282217,0.588402016720948,12,1,0.577276584002559,0
-0.983223404116893,0.807445076434,0.537627836811621,-0.296766940219576,0.70481896588145,0.800319366965215,0.388554923714751,-0.441453289608499,0.978394014756212,-0.700861096508269,13,1,0.0283831804905862,0
-0.787111246604561,-0.950647579141469,0.856341098230645,0.428460737089041,0.899811480303975,-0.115412614187432,0.433894224730452,-0.871119537629433,0.706614198031476,-0.952592736419822,14,1,0.191334306407792,0
-0.402592572461237,-0.0165053631082281,0.218987315987007,0.00785823289583099,-0.785354175597912,-0.958958350686576,0.459622846582339,-0.602752772482302,0.462954312075514,0.52412754178878,15,1,0.324704640597016,1
0.31282236616454,0.0525103346997158,-0.699633010662237,-0.548724786958721,0.821450711930805,0.919322027993632,-0.171297965620909,0.863365489405912,-0.288868750587293,-0.552659640213311,16,1,0.558503965347428,0
0.61962510508187,0.192732020838761,-0.0207465926120092,-0.510051119516272,-0.327889676175028,0.304450844895451,-0.969802310411682,0.708827135561381,0.766578981414673,-0.475651204469772,17,1,0.658798085977248,1
0.744351827448566,-0.896084909794933,-0.245310092333549,0.585601400099181,0.652760853629289,0.0264125002093474,0.817950314968295,0.90946946912185,0.735918181654171,-0.0862609944490103,18,1,0.00421174290202279,0
0.92929519474386,0.790179056107842,0.697202823955558,-0.00965517097726187,0.796201270239694,0.364712766275408,0.57875743622072,-0.895493303513654,0.911532891667276,-0.500146162985964,19,1,0.125253181386236,0
0.447370693839907,0.456532360654235,0.822194457263345,0.830187346799553,-0.914569391327334,-0.0209192187416578,-0.669601661673647,0.158943361181868,-0.999785486960526,0.136567123181494,20,1,0.163012817874347,0
0.693885993820488,-0.457674450412063,0.559456032485885,0.206781302579047,0.595609429984144,-0.407823970472777,-0.825562569753714,-0.305302986485342,0.265846595459025,0.406304049183093,1,2,0.999204918964922,1
-0.243800925940859,-0.501549896074375,0.442902537256149,0.494399467090945,0.364181215080793,0.597030118431855,-0.367423692176094,-0.446401544390804,-0.57266928459893,0.460496812834011,2,2,0.999805896605298,1
-0.135069767135927,-0.695721875489067,-0.379115681929495,0.59515245332164,0.0601057742421687,-0.410443414125327,0.220271553014157,-0.871890452134201,-0.953249370533549,0.920809075217828,3,2,0.997748158106524,1
0.665238352548223,0.542747408402653,-0.273833167153641,-0.236998954892414,0.731963310412334,0.394243186667055,-0.597610574203739,-0.331218962168638,0.253867946561951,-0.259018858466234,4,2,0.99964315995696,1
-0.257736128611612,-0.489176535272046,-0.607836432271421,0.594316305640819,0.506496190705457,-0.454081542498147,0.383795432855596,-0.864580115070014,0.284327453140405,0.433396783636599,5,2,0.999531506807869,1
-0.918893456147676,-0.744913189902931,0.870983596067362,-0.0564052607716208,-0.813594826361497,0.825056902530815,-0.510746057615284,-0.992351503474043,0.284206673564424,0.972122435649081,6,2,0.999831381092611,1
0.109342971943974,0.330334306645388,0.123468000352041,0.442798342289263,-0.34112113593686,-0.402921532480197,0.360743391790278,-0.918064393171029,0.729241799348431,-0.778464882647225,7,2,0.98082186560269,1
-0.0975075143781596,-0.174390102640035,0.634583073781422,-0.621574621450995,-0.175274608734288,0.779719544207339,-0.0281245421802458,-0.302090268754079,-0.325597193067127,0.516457097817954,8,2,0.994709901293999,1
0.450601953453462,0.335535532877768,-0.302172038105989,-0.13080858124078,-0.998070784467783,0.893444587529447,-0.479010376659006,-0.81609137832718,-0.178083226503776,-0.684891757329276,9,2,0.998602178505801,1
-0.243098955370809,0.319627034195986,0.599428525647226,0.646936218104284,0.19512712625393,-0.662174354257801,-0.434519361566642,0.0406314529176961,0.22063736755016,0.63287051081668,10,2,0.999515002346832,1
0.681324991417813,-0.389244656245,-0.791791074945317,0.652545255730206,0.365123084165072,-0.281417188534731,0.810903239654376,-0.5685003732356,0.881686381477482,0.108213092454907,11,2,0.986655586363548,1
-0.0613706128327514,-0.597551517942499,0.424240330254789,-0.620949033036744,-0.267438476912944,0.364354605742467,-0.448314625123075,0.983333090211847,-0.695845460414902,0.163420441718825,12,2,0.994946504969506,1
0.125286858024347,-0.555945747001748,0.83489699183132,-0.959795659694674,-0.207002285146044,0.842783940110085,0.68229608501554,-0.465625677897102,-0.631883987980365,0.872291166401658,13,2,0.999521805652633,1
0.322398678490118,-0.760058273312138,0.607170737258397,0.406982772111939,-0.0492817089773745,-0.710151312011432,-0.607151250628614,0.360336105082645,-0.691123423607999,-0.131304489796883,14,2,0.994704343943388,1
-0.0755162649506573,-0.925709117939472,-0.345773707402084,-0.305459761162122,0.162159801086491,-0.800251230083639,-0.33883314107108,0.0524922383366428,0.425648651699644,-0.0217456272638838,15,2,0.999619586679055,1
0.247273890977433,-0.931736832951761,-0.489785641472268,-0.160992367553093,-0.725725744378473,-0.176794446856694,0.893259770366559,-0.120153860539067,0.855966322692497,0.332260933611533,16,2,0.993326719344526,1
-0.55623873762928,-0.539006904170888,-0.00999565128572444,0.536177806355437,0.998828346928097,0.950250741515986,0.0121436990774464,0.323110491452274,-0.154625640036654,0.260308002164082,17,2,0.999079006801184,1
0.465726233510398,-0.543292587069005,-0.172778091461067,0.925756132608574,0.0146544175663819,-0.91698691820263,-0.193168283409139,-0.730429650792688,0.0903545272980646,-0.739590498693687,18,2,0.998976029317277,1
-0.236635822608008,0.249821243849619,-0.150125809414496,0.785130613851121,-0.0138665909085203,-0.62617141097502,-0.945876923246278,0.575698009818104,-0.355222069356132,-0.292312057535526,19,2,0.992648958510361,1
-0.610330916458871,0.785122370933522,-0.851243390310462,-0.730115466651933,-0.626250489944243,0.217535975992096,0.243547378866702,-0.724044597975232,-0.678590633530994,0.270246769272248,20,2,0.999912183909014,1
0.837911722016918,0.700238249282848,0.529460090480284,0.242120655388435,0.785535263955526,-0.541788687828826,-0.217432697757953,0.88409004068997,-0.171955213154498,-0.0726307843426668,1,3,0.966967579309265,1
-0.817466558886214,0.0562223622192555,-0.299981162650516,-0.997778936361669,-0.234634584988893,-0.627887154368624,-0.214275086865851,0.181893920479032,-0.332216051428456,-0.805778648080278,2,3,0.999746287112735,1
-0.857835750019938,0.786018137975356,0.232015221336214,0.205787012803221,0.325727673605941,0.0184228440200966,0.719102460725974,-0.896084271017338,-0.443913833845761,0.139708431845335,3,3,0.928370239416316,1
-0.17257672772789,0.641118749790595,0.916999717634885,-0.919629175801977,-0.906376880595899,0.0609953653278226,0.620039222408042,-0.899696604572723,0.185028317734161,-0.192466083559398,4,3,0.978566634332002,1
-0.568717661427329,-0.542842761199417,-0.417894766773279,0.171500733565367,0.502446567763351,-0.434721516649474,0.673087768763862,-0.350795645860452,-0.349798715541198,0.173157409452715,5,3,0.99723556262043,1
0.0393972630994173,0.641247938502736,0.373356925008163,-0.103241150673428,-0.262429415328469,-0.379676929283198,-0.624024151475083,-0.248500476274707,0.873610682014395,0.497412749119181,6,3,0.998247627008009,1
0.117028044257169,-0.722877149726732,-0.915543539436084,-0.292539464762161,0.896057273123949,-0.380231247740205,-0.280806505157734,0.528298638802662,-0.808034049128139,0.77922766606304,7,3,0.80518519135304,1
-0.0525996721539388,-0.0350650096516236,-0.874992736559507,0.867050468748467,-0.305549563651568,-0.467222228203418,-0.0360320338618232,0.71853168694631,0.76659149177646,-0.241219689149256,8,3,0.96214310015646,1
-0.568255756681463,-0.702378887154809,0.628797391402729,-0.465488136483318,0.367786397693915,0.186862301743886,0.932145292215495,0.0914165483436404,0.136035465802772,-0.415127476425331,9,3,0.989353373732647,1
-0.521122229400776,-0.10341189013639,-0.126763275149448,-0.437401239072288,0.649269763490592,-0.565731255082145,0.12662636781259,-0.352290033665148,-0.876153050925059,0.0185804799471483,10,3,0.998818575480341,1
-0.566523494557017,0.331912944807752,-0.215863135903811,0.00981192729130798,-0.0274940115276159,-0.195234164643884,0.655009725195955,-0.188370265482203,0.749977330397073,0.0656272007977721,11,3,0.93836541012466,1
0.311380756268038,0.578064850365623,-0.338704640673391,0.293612237351033,0.968351742652985,-0.422877521002298,-0.847784780132693,-0.780664453669211,-0.550294465650149,-0.789156758616528,12,3,0.982733963116667,1
0.692786900880451,0.324041516184469,-0.0846823431688479,0.941146858047323,0.20762807632651,-0.652318369547531,0.106275889127087,-0.72541736602008,0.598766562777731,-0.908117993086028,13,3,0.997809309910751,1
0.860928786632002,0.423024857720101,0.670704304549156,-0.928249041210237,0.519249663970401,-0.548572953422959,0.0958809195124395,0.490777937754718,0.603749965823985,0.243986298382036,14,3,0.948499289323592,1
0.600611034259122,0.775847324262213,-0.0664622476009964,-0.153600267713808,0.369033390732504,0.977282835158997,0.810887195821122,0.752831081089912,-0.94209096069057,0.644889844523528,15,3,0.908464332756095,1
0.361451690460514,-0.716649417505673,-0.157428024455016,0.176624177339998,0.864832454364274,-0.131897294217985,-0.261022650774289,-0.48202131317126,0.254198006952675,-0.889872860189493,16,3,0.92936359785298,1
-0.585486083635157,-0.704859752897275,0.141703105877046,0.463404565110967,0.899570943057022,0.656378552041912,0.802325283883182,0.371203321847785,0.209278521609707,0.5959468906003,17,3,0.945199133671779,1
0.483319449947474,-0.348138314100138,0.47811191338666,-0.648977854164295,0.980222256105941,0.145025663886792,-0.71873795013435,-0.281777048959103,-0.843584950289623,-0.511510156426644,18,3,0.984857355363617,1
0.393809171391605,-0.936252340902651,-0.889833182811852,0.0210775692186398,-0.747689233825942,0.303800556980829,-0.801652549381977,-0.987965749084474,0.545907125411337,0.607075484018892,19,3,0.991148432540056,1
-0.23648105148322,0.375525789232666,0.248361298143683,0.000569191678813752,0.953201234503838,0.459476312253352,0.946366520080184,0.52236171436377,-0.713366751460748,-0.403649869075299,20,3,0.98787006383355,1
-0.0654580737024963,-0.605975907565605,-0.762964305615732,-0.761899405135063,-0.822093347368762,-0.86953585957069,-0.813833600829754,0.29941987909288,0.453032200241222,-0.429657948595274,1,4,0.26344826286058,0
0.865639315713874,-0.516439079852026,-0.194175910020638,0.204544382810777,0.978682102830053,0.362785391189405,-0.415551965660213,-0.158010723309708,-0.498550945969765,0.559221582492723,2,4,0.105544950473901,0
0.819513569149472,0.246344906613622,-0.557002290721375,-0.33715071473757,0.0976846045924509,0.973318951844237,-0.453903665553792,-0.850696650652366,0.836316272271466,-0.990854251246352,3,4,0.0219125168777403,1
-0.74014455254743,0.597476701898895,0.5765573896234,0.643061321444967,0.3489358172162,0.332501260051854,-0.85766717329848,0.477613709860347,0.0163038163119524,-0.830624848787094,4,4,0.0287514959837616,0
0.058995401906986,0.0892727340962705,0.527975285095563,0.319577475962252,0.449785942825422,-0.16979396632173,0.360045785376701,0.170740085398862,0.00506414605550898,-0.11728546951407,5,4,0.105945213289024,0
0.238331556148646,-0.604825261877175,-0.651243984163772,-0.154857884890391,0.136988911980224,-0.917678593680858,-0.550553874186164,-0.310658804836433,0.424607735786721,-0.497865357635898,6,4,0.637564962346439,1
0.2492304362836,0.568243482259761,0.447707583450922,0.43216582935648,0.0549757225229042,0.788573715662518,0.102999449205792,-0.483993643336501,0.279536062147649,0.81174519319544,7,4,0.000197549295555396,0
0.29361767178018,0.628667644226793,0.849124276183855,-0.569422237282769,-0.698494107987118,0.413573946540152,0.539484667088487,-0.41636393307169,-0.431394716274984,0.761765355506795,8,4,0.0159049257775574,0
-0.33584705429826,0.421778033865619,-0.0481300980385324,-0.966334244962991,-0.519431003806226,-0.0422013527762892,-0.576563966709783,0.539460835840835,-0.980433358814079,0.433040758851213,9,4,0.0318366641854524,0
-0.771555325897159,0.888085480996061,0.825877780652592,-0.438538738470398,-0.194837418199511,-0.568775014928126,-0.41442291960023,-0.15136911726416,0.189479130535035,-0.522647377052818,10,4,0.0155485892411213,0
0.14220898228679,0.709895181446426,-0.12515606778901,0.203442172040759,-0.864325393721913,-0.836467872276057,-0.287165416699967,-0.422856328453186,0.682029964863245,0.850581856505594,11,4,0.00792722217339134,0
